1,1955-06-01,https://cdn.mainichi.jp/vol1/2016/08/01/20160801hpe00m0in001000q/9.jpg?1
2,1940-05-29,https://static.wikia.nocookie.net/sumowrestling/images/c/ce/Taiho-main.jpg/revision/latest?cb=20210711222120
